kingdom	phylum	ERR2683114	ERR2683115	ERR2683116	ERR2683117	ERR2683118	ERR2683119	ERR2683120	ERR2683121	ERR2683122	ERR2683123	ERR2683124	ERR2683125	ERR2683126	ERR2683127	ERR2683128	ERR2683129	ERR2683130	ERR2683131	ERR2683132	ERR2683133	ERR2683134	ERR2683135	ERR2683136	ERR2683137	ERR2683138	ERR2683139	ERR2683140	ERR2683141	ERR2683142	ERR2683143	ERR2683144	ERR2683145	ERR2683146	ERR2683147	ERR2683148	ERR2683149	ERR2683150	ERR2683151	ERR2683152	ERR2683153	ERR2683154	ERR2683155	ERR2683156	ERR2683157	ERR2683158	ERR2683159	ERR2683160	ERR2683161	ERR2683162	ERR2683163	ERR2683164	ERR2683165	ERR2683166	ERR2683167	ERR2683168	ERR2683169	ERR2683170	ERR2683171	ERR2683172	ERR2683173	ERR2683174	ERR2683175	ERR2683176	ERR2683177	ERR2683178	ERR2683179	ERR2683180	ERR2683181	ERR2683182	ERR2683183	ERR2683184	ERR2683185	ERR2683186	ERR2683187	ERR2683188	ERR2683189	ERR2683190	ERR2683191	ERR2683192	ERR2683193	ERR2683194	ERR2683195	ERR2683196	ERR2683197	ERR2683198	ERR2683199	ERR2683200	ERR2683201	ERR2683202	ERR2683203	ERR2683204	ERR2683205	ERR2683206	ERR2683207	ERR2683208	ERR2683209	ERR2683210	ERR2683211	ERR2683212	ERR2683213	ERR2683214	ERR2683215	ERR2683216	ERR2683217	ERR2683218	ERR2683219	ERR2683220	ERR2683221	ERR2683222	ERR2683223	ERR2683224	ERR2683225	ERR2683226	ERR2683227	ERR2683228	ERR2683229	ERR2683230	ERR2683231	ERR2683232	ERR2683233	ERR2683234	ERR2683235	ERR2683236	ERR2683237	ERR2683238	ERR2683239	ERR2683240	ERR2683241	ERR2683242	ERR2683243	ERR2683244	ERR2683245	ERR2683246	ERR2683247	ERR2683248	ERR2683249	ERR2683250	ERR2683251	ERR2683252	ERR2683253	ERR2683254	ERR2683255	ERR2683256	ERR2683257	ERR2683258	ERR2683259	ERR2683260	ERR2683261	ERR2683262	ERR2683263	ERR2683264	ERR2683265	ERR2683266	ERR2683267	ERR2683268	ERR2683269	ERR2683270	ERR2683271	ERR2683272	ERR2683273	ERR2683274	ERR2683275	ERR2683276	ERR2683277	ERR2683278	ERR2683279	ERR2683280	ERR2683525	ERR2683526	ERR2683527	ERR2683528	ERR2683529	ERR2683530	ERR2683531	ERR2683532	ERR2683533	ERR2683534	ERR2683535	ERR2683536	ERR2683537	ERR2683538
Bacteria	Aquificae	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Armatimonadetes	4	4	4	0	5	6	20	516	83	13	51	15	15	3	9	8	135	9	170	3	12	4	36	39	33	12	36	79	18	2	14	9	12	12	163	5	4	2	3	8	18	13	4	15	34	12	19	213	6	20	82	60	5	12	16	36	13	63	9	10	21	21	6	0	10	4	37	4	19	66	22	7	15	2	24	18	13	6	38	31	4	26	9	22	33	55	3	2	2	1	0	0	2	0	2	7	16	127	276	22	78	4	10	14	21	26	16	7	6	44	8	3	3	22	5	2	6	12	20	13	71	7	19	24	10	13	14	2	11	26	44	114	14	1	123	8	12	23	9	19	8	18	25	37	14	15	10	12	53	14	14	10	8	4	14	8	289	12	4	21	6	11	0	10	8	3	20	0	2	0	3	2	0	1	0	9	1	1	0	0	0
Bacteria	Bacteroidetes	2007	1868	10739	9801	7038	10083	4602	3273	37016	12701	12759	2966	2250	2082	18126	9120	2766	4189	3381	3779	7194	3565	4683	3644	4393	8422	7713	7479	5663	2249	6148	7095	20505	5361	11974	4373	2569	5934	2357	4339	5673	3007	3418	8782	10328	2440	2936	6385	10771	5969	3740	4893	4359	15666	4866	14317	4979	3071	5214	8670	6287	5803	7338	5242	2056	2495	4003	5346	4824	2606	17633	3862	5274	2427	5323	4027	5647	4582	8811	4919	2042	2697	10592	5592	4217	5773	23172	614	608	4235	663	526	554	678	617	3920	4955	8793	10290	3075	9342	1337	2666	3652	6838	5082	5812	6169	5304	4322	12606	6889	5024	3968	3164	3875	4943	5375	9008	4371	4914	4681	18704	8313	6175	6383	6518	1928	3527	5157	8267	6649	37078	2619	8253	5385	11733	8522	5303	10056	7933	2747	6904	3402	2007	3169	9645	4849	3025	3853	10878	17805	3396	7831	4081	16085	1669	4570	1840	7195	7169	3575	13658	3018	15134	1903	881	77	44	47	61	60	21	55	76	222	190	210	295	9	5
Bacteria	Balneolaeota	0	0	0	0	0	0	0	1	0	0	0	2	104	7	0	0	21	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Caldiserica	0	16	1	7	15	0	24	303	96	12	258	3	1	6	10	5	0	1	0	0	10	4	9	5	1	0	36	3	5	3	2	16	3	19	186	14	0	12	8	8	16	34	4	11	2	1	9	837	7	76	187	17	7	18	19	3	17	2431	8	1	10	0	10	0	24	4	0	0	167	69	41	11	19	1	172	16	4	9	22	35	3	82	5	13	8	10	0	0	0	6	1	1	0	0	0	0	1	51	776	2	3	2	1	0	0	12	8	19	1	4	2	14	1	1	6	4	2	4	1	8	4	5	4	7	11	17	1	3	21	6	5	12	42	3	19	1	3	3	0	4	3	23	8	33	2	14	7	18	3	19	23	7	41	24	11	0	24	1	4	16	2	1	0	2	2	4	4	0	0	0	0	0	3	0	0	2	13	0	2	0	0
Bacteria	Calditrichaeota	2	0	0	3	1	1	0	17	7	1	18	0	0	0	0	0	7	0	3	0	0	0	0	0	0	1	0	2	0	1	0	0	0	4	4	0	3	0	8	0	0	1	0	2	0	0	7	1	0	0	2	20	1	0	0	0	1	16	1	0	1	0	0	0	0	0	1	0	5	21	7	2	4	0	1	2	0	0	28	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	28	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	1	1	0	0	1	4	0	1	2	0	0	0	0	0	0	2	0	1	0	0	0	0	2	8	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Abawacabacteria	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	1	0	0	6	1	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	1	0	0	0	0	0	0	2	2	2	0	6	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	2	1	2	0	1	3	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Acetothermia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Adlerbacteria	0	1	0	0	0	5	3	1	4	0	1	0	0	0	0	0	7	0	3	0	1	0	1	1	0	0	7	1	0	0	0	0	1	2	9	0	0	1	0	0	0	4	0	3	0	0	0	0	0	0	1	0	1	0	0	10	0	0	0	0	1	0	0	0	0	1	26	0	0	1	5	0	0	1	0	1	2	3	3	4	0	1	2	0	0	2	4	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	2	0	0	0	0	1	1	0	4	0	1	1	5	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Amesbacteria	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	3	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Aminicenantes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Atribacteria	0	0	0	0	0	0	0	8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Azambacteria	0	2	0	0	1	0	2	2	17	3	9	0	0	0	0	0	11	1	3	0	0	0	0	1	0	0	6	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0	5	0	1	0	2	0	0	1	0	0	1	44	0	0	1	2	0	0	0	0	1	1	1	0	3	1	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	1	1	26	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	3	0	0	0	1	1	4	1	0	1	0	0	0	0	0	1	2	2	0	5	0	0	1	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Beckwithbacteria	0	0	0	0	0	0	0	7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Berkelbacteria	0	4	0	0	0	1	0	13	25	7	11	2	3	0	0	0	0	0	0	1	0	0	1	5	0	0	15	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	2	2	3	1	0	1	3	0	7	0	0	0	0	3	0	2	3	0	0	0	2	0	0	0	0	0	0	4	0	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	79	0	0	0	0	1	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	2	0	0	0	1	0	1	0	0	0	2	1	1	4	1	0	0	1	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Brennerbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Buchananbacteria	0	2	0	0	0	0	0	0	12	1	35	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus_Campbellbacteria	0	6	0	0	0	0	9	1	1	4	1	0	0	0	0	0	4	0	7	0	2	0	2	1	2	0	5	3	1	0	0	0	29	0	9	2	0	0	0	0	0	2	0	1	4	0	0	0	0	2	1	0	12	10	0	9	0	0	0	2	0	0	1	0	0	0	62	0	0	0	1	2	0	5	1	0	2	0	0	3	0	0	0	0	0	4	5	0	0	1	0	0	0	0	0	2	0	0	13	0	2	0	2	0	0	0	0	1	2	1	1	0	0	2	2	0	0	0	0	1	0	0	1	0	1	0	2	0	3	4	1	3	1	1	6	1	0	1	4	4	0	2	1	0	0	0	14	3	0	2	0	5	0	2	0	0	0	6	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	Candidatus_Chisholmbacteria	0	0	0	0	0	0	1	0	1	0	13	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
