kingdom,phylum,ERR2683114,ERR2683115,ERR2683116,ERR2683117,ERR2683118,ERR2683119,ERR2683120,ERR2683121,ERR2683122,ERR2683123,ERR2683124,ERR2683125,ERR2683126,ERR2683127,ERR2683128,ERR2683129,ERR2683130,ERR2683131,ERR2683132,ERR2683133,ERR2683134,ERR2683135,ERR2683136,ERR2683137,ERR2683138,ERR2683139,ERR2683140,ERR2683141,ERR2683142,ERR2683143,ERR2683144,ERR2683145,ERR2683146,ERR2683147,ERR2683148,ERR2683149,ERR2683150,ERR2683151,ERR2683152,ERR2683153,ERR2683154,ERR2683155,ERR2683156,ERR2683157,ERR2683158,ERR2683159,ERR2683160,ERR2683161,ERR2683162,ERR2683163,ERR2683164,ERR2683165,ERR2683166,ERR2683167,ERR2683168,ERR2683169,ERR2683170,ERR2683171,ERR2683172,ERR2683173,ERR2683174,ERR2683175,ERR2683176,ERR2683177,ERR2683178,ERR2683179,ERR2683180,ERR2683181,ERR2683182,ERR2683183,ERR2683184,ERR2683185,ERR2683186,ERR2683187,ERR2683188,ERR2683189,ERR2683190,ERR2683191,ERR2683192,ERR2683193,ERR2683194,ERR2683195,ERR2683196,ERR2683197,ERR2683198,ERR2683199,ERR2683200,ERR2683201,ERR2683202,ERR2683203,ERR2683204,ERR2683205,ERR2683206,ERR2683207,ERR2683208,ERR2683209,ERR2683210,ERR2683211,ERR2683212,ERR2683213,ERR2683214,ERR2683215,ERR2683216,ERR2683217,ERR2683218,ERR2683219,ERR2683220,ERR2683221,ERR2683222,ERR2683223,ERR2683224,ERR2683225,ERR2683226,ERR2683227,ERR2683228,ERR2683229,ERR2683230,ERR2683231,ERR2683232,ERR2683233,ERR2683234,ERR2683235,ERR2683236,ERR2683237,ERR2683238,ERR2683239,ERR2683240,ERR2683241,ERR2683242,ERR2683243,ERR2683244,ERR2683245,ERR2683246,ERR2683247,ERR2683248,ERR2683249,ERR2683250,ERR2683251,ERR2683252,ERR2683253,ERR2683254,ERR2683255,ERR2683256,ERR2683257,ERR2683258,ERR2683259,ERR2683260,ERR2683261,ERR2683262,ERR2683263,ERR2683264,ERR2683265,ERR2683266,ERR2683267,ERR2683268,ERR2683269,ERR2683270,ERR2683271,ERR2683272,ERR2683273,ERR2683274,ERR2683275,ERR2683276,ERR2683277,ERR2683278,ERR2683279,ERR2683280,ERR2683525,ERR2683526,ERR2683527,ERR2683528,ERR2683529,ERR2683530,ERR2683531,ERR2683532,ERR2683533,ERR2683534,ERR2683535,ERR2683536,ERR2683537,ERR2683538
Bacteria,Spirochaetes,52,25,635,193,172,46,185,226,2214,357,558,15,16,17,250,147,16,39,51,85,97,64,50,44,33,37,356,90,48,13,25,159,140,89,1655,31,38,18,13,21,65,125,28,23,34,3,78,907,26,783,197,127,46,275,179,38,23,998,57,89,157,78,36,56,25,65,159,86,455,228,782,150,200,28,65,48,20,76,174,163,20,79,39,79,45,165,180,7,2,25,8,8,6,4,3,55,35,517,1381,11,46,12,16,29,16,105,55,195,38,49,49,42,9,423,33,80,23,38,86,40,56,29,381,303,176,110,31,18,89,141,36,134,848,14,152,40,44,110,154,313,22,53,134,228,27,20,64,84,216,39,264,310,159,144,87,11,252,43,100,57,19,19,11,210,16,10,36,3,2,0,0,5,1,1,2,3,9,3,6,0,0
Bacteria,Synergistetes,729,37,20,68,280,39,530,283,3049,525,1889,92,79,77,104,46,13,183,20,344,395,156,200,377,1051,179,2475,72,434,521,200,486,123,203,1521,523,440,74,178,339,955,327,179,149,633,77,549,434,70,1299,3467,2502,385,1536,646,30,68,1348,147,251,666,276,258,95,288,67,22,452,690,494,533,281,172,152,447,284,192,459,170,100,55,488,389,180,1059,173,111,331,380,341,377,205,223,154,665,265,208,2872,926,289,3280,152,623,603,77,814,198,105,127,291,225,218,58,2969,353,127,146,408,158,278,184,230,445,317,407,337,81,283,860,326,265,413,421,181,122,327,112,642,562,210,141,1957,627,301,571,589,838,1104,1437,331,828,146,1364,131,1444,143,4090,45,550,187,175,335,26,1535,206,28,4,0,5,2,0,15,2,12,5,79,11,22,4,0,0
Bacteria,Tenericutes,160,22,434,352,603,95,261,551,1773,391,1051,104,36,33,1733,2081,35,388,29,275,151,140,190,443,866,490,323,109,141,428,218,100,67,175,78,178,350,349,259,217,195,228,634,121,340,70,353,106,96,370,173,109,132,98,79,107,15,111,378,882,368,179,253,181,47,151,23,414,386,117,767,205,333,145,58,108,758,166,275,65,37,108,87,255,210,239,166,6,16,446,12,6,7,13,12,235,291,460,217,374,165,42,388,138,216,355,1193,142,130,94,117,94,221,805,276,491,134,156,173,163,193,171,476,1036,1077,358,220,44,83,81,185,120,2528,869,60,104,124,608,506,198,78,185,705,108,46,199,185,334,912,215,52,361,176,82,191,35,178,68,232,118,165,175,38,694,71,37,15,4,0,1,2,2,1,2,10,7,8,12,15,0,0
Bacteria,Thermodesulfobacteria,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Thermotogae,0,0,0,0,0,3,82,3,8,3,10,0,0,0,13,4,0,0,9,0,2,2,9,5,5,0,7,0,0,7,2,1,15,8,2431,3,6,0,0,0,25,13,1,3,15,1,1,0,0,4,19,16,1,59,0,0,0,18,2,0,6,3,4,0,2,2,0,5,9,267,10,1,0,2,5,1,5,2,13,3,0,0,5,3,0,1,0,0,2,0,0,0,0,0,0,0,0,241,4,1,0,1,2,0,0,454,10,0,0,0,13,6,2,5,0,1,0,0,0,0,10,1,2,0,0,0,1,7,4,10,3,0,36,7,0,0,0,1,1,2,0,0,10,0,0,0,1,1,29,0,0,1,3,2,4,0,134,0,0,0,0,0,0,6,1,0,3,0,0,0,0,0,0,3,0,4,2,0,0,0,0
Bacteria,Verrucomicrobia,509,528,283,387,614,201,301,460,1187,174,855,218,189,483,357,283,4973,377,2294,549,377,160,449,425,910,447,801,456,515,380,361,358,1612,405,1118,489,573,479,435,870,740,650,450,444,825,362,935,158,203,612,1037,866,396,358,321,529,30,992,289,572,483,209,758,301,203,81,542,203,566,447,459,252,281,407,239,342,886,435,633,281,44,766,475,291,587,496,303,41,20,315,26,22,33,36,50,484,281,1239,548,534,845,58,718,447,383,685,1737,426,330,315,271,209,239,2492,465,214,267,318,269,391,410,336,594,1835,1673,516,245,290,802,286,339,711,446,1184,788,329,183,661,662,364,168,608,995,1392,89,854,286,466,522,617,305,389,661,113,498,55,1569,387,738,356,429,455,34,1264,210,40,195,10,5,1,6,5,2,7,4,35,46,41,39,1,1
Eukaryota,Annelida,3,2,4,4,1,2,1,0,0,0,0,0,0,2,20,1,3,1,102,2,8,3,1,5,1,3,0,0,6,0,1,3,1,4,1,2,1,0,5,2,2,0,7,2,0,1,3,0,0,2,1,1,2,17,3,28,0,5,1,224,5,1,2,1,0,0,54,0,15,2,40,7,24,0,0,6,1,17,1,5,0,2,2,4,0,5,0,0,0,1,0,0,0,2,0,5,1,0,8,0,0,0,0,0,0,1,1,9,35,3,0,4,0,0,2,5,1,0,0,0,1,0,1,23,3,9,7,0,0,0,4,5,0,13,2,0,1,1,1,9,1,0,2,0,0,0,0,0,1,1,0,37,0,1,0,2,1,15,1,8,1,1,0,0,1,0,9,0,0,0,0,0,0,0,0,2,1,3,3,0,0
Eukaryota,Apicomplexa,8,4,6,0,5,0,0,6,1,4,2,1,1,2,9,2,45,1,1,6,1,1,0,1,1,0,0,1,6,4,1,0,4,0,0,0,1,0,3,0,0,0,2,1,2,0,1,2,0,3,0,0,0,0,3,3,0,6,0,5,1,4,3,0,0,0,0,0,6,1,3,1,10,0,4,4,0,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0,2,4,4,0,0,1,0,0,9,1,3,0,0,0,2,1,2,4,11,12,7,0,1,1,1,0,0,0,1,0,0,3,0,3,1,2,0,0,2,0,1,0,1,2,1,0,3,0,0,0,0,1,5,2,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Eukaryota,Arthropoda,486,3955,9,5,5981,18,45,28,2117,5,155,437,6,18,825,19,565,99,4814,347,79,73,8,76,89,33,8,25,63,39,36,94,54,207,67,93,411,105,60,36,35,38,125,17,107,12,864,16,42,142,5,11,24,99,95,47,56,408,37,298,28,47,63,47,30,27,9,31,165,47,11,487,61,35,3011,84,16,37,62,57,30,48,93,85,119,7,10,8,19,44,6,18,2,4,3,132,176,34,178,24,29,25,76,73,69,82,59,206,76,18,40,145,454,269,139,314,218,45,68,7,39,50,21,211,350,1028,20,35,148,22,228,11,6,42,18,21,10,81,31,26,216,437,69,23,10,36,42,18,26,56,18,90,101,21,1940,18,12,16,74,77,39,126,6,123,50,1,475,0,16,0,0,3,12,0,1,8,25,9,8,1,1
Eukaryota,Ascomycota,66,25,53,394,401,109,30,22,6,27,27,8,14,6,26,21,50,103,23,133,184,313,87,1194,49,289,13,41,423,155,249,39,26,587,15,229,249,182,1139,57,509,262,864,288,122,40,180,26,235,47,16,10517,730,94,161,30,107,39,84,151,371,416,172,75,85,48,21,253,156,16,75,64,183,58,20,545,78,69,37,31,23,20,126,62,49,13,18,85,11,75,11,6,2,6,7,137,127,10,23,135,24,3,34,28,112,75,249,213,137,116,156,170,165,97,145,221,266,285,150,196,697,256,20,203,117,220,15,28,23,37,93,52,21,361,20,240,108,207,62,22,474,145,272,17,6,112,35,19,21,95,284,16,115,21,25,13,17,18,240,107,215,792,6,40,23,3,80,1,1,0,1,1,4,0,0,4,4,1,4,0,0
Eukaryota,Bacillariophyta,2,59,0,0,0,1,6,1,3,0,0,0,0,10,15,0,1009,5,405,2,1,0,0,1,0,0,37,0,0,0,0,0,0,1,0,0,1,7,6,0,0,0,0,0,0,0,0,0,0,8,0,1,0,1,0,25,1,2,0,9,0,0,0,0,5,0,11,0,0,1,1,0,3,0,0,1,0,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,5,0,2,9,2,0,12,0,1,0,0,0,0,1,1,0,0,0,0,5,1,2,0,0,0,1,0,1,0,0,0,5,1,1,0,0,0,30,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,5,3,3,5,1,0
Eukaryota,Basidiomycota,15,7,19,32,170,0,14,2,0,2,2,3,1,1,11,15,18,70,6,31,27,22,4,5,7,5,0,234,22,24,12,22,11,29,1,6,24,3,35,5,8,12,34,8,4,2,6,1,9,14,1,16,7,3,21,5,1,13,2,4,12,11,11,5,4,2,5,9,66,8,19,23,50,7,4,22,13,63,7,19,4,6,8,5,2,2,0,0,0,14,1,0,0,0,0,9,15,4,6,1,2,1,1,5,8,6,9,76,5,4,5,4,3,10,2,35,14,4,7,4,5,7,1,18,22,66,7,3,4,7,4,1,2,14,5,4,10,9,1,6,30,7,25,1,1,7,0,5,3,6,0,5,4,2,5,8,2,10,5,23,0,33,6,4,5,1,201,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Eukaryota,Blastocladiomycota,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,4,1,48,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,1,3,0,0,2,0,1,0,0,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Brachiopoda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Bryozoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Chlorophyta,38,539,0,7,11,9,132,1,18,34,1,793,204,5,1,7,605,13,68,12,50,5,6,13,1,8,20,2,5,9,4,4,6,26,4,9,45,7,6,31,7,15,3,3,9,1,4,3,3,84,20,13,16,16,31,42,6,56,3,10,10,10,16,3,8,29,8,10,17,24,24,54,26,10,15,12,3,11,2,4,2,4,13,9,31,6,0,0,3,11,1,0,0,0,0,1,12,0,83,1,2,5,8,6,4,2,12,16,6,13,3,2,0,46,1,12,5,1,5,1,7,3,30,45,36,26,31,7,44,16,7,18,24,6,9,4,2,4,3,4,17,27,10,2601,48,52,7,8,2,6,9,18,32,3,320,8,0,891,15,7,4,8,4,11,6,0,44,0,0,0,0,0,1,0,5,3,1,9,6,1,0
Eukaryota,Chordata,6,1,4,1,19,6,23,8,10,23,0,2,1,3,22,52,2,6,25,12,33,19,8,11,570,15,0,19,4,4,11,18,7,25,1,5,5,7,40,2,10,6,77,6,5,3,29,3,2,20,4,5,2,3,18,46,3,6,3,16,19,501,13,31,8,5,3,31,46,27,39,30,64,12,141,16,34,30,36,105,411,2,7,4,2,5,4,0,1,9,0,2,1,0,1,2,12,4,0,8,3,4,1,0,2,7,15,9,4,3,4,2,35,2160,14,21,6,4,5,4,6,16,1,73,17,55,53,23,17,104,8,27,0,15,4,5,4,5,4,7,20,66,26,3,0,8,3,4,3,10,2,75,11,2,81,3,13,50,6,11,14,3,0,16,0,0,3063,2,0,0,0,0,1,0,0,0,0,0,2,0,0
Eukaryota,Chromerida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Chytridiomycota,0,11,0,0,1,0,0,0,0,1,0,1,0,3,6,0,1372,1,93,2,3,4,0,3,3,0,5,2,0,0,1,3,9,7,1,0,2,1,0,0,1,8,0,5,1,0,1,0,1,3,0,0,1,2,2,26,0,1,0,12,4,0,0,0,1,1,10,0,1,2,9,1,0,1,1,3,2,1,4,0,1,1,1,6,0,1,1,0,0,0,0,0,1,0,0,2,6,0,3,2,6,0,0,0,1,1,0,0,3,0,1,2,0,0,0,5,0,1,6,2,0,0,1,11,0,1,11,0,0,2,2,12,1,2,16,0,2,0,0,3,1,0,2,91,0,3,0,0,1,0,0,7,1,0,1,0,0,102,4,4,0,3,0,0,0,1,11,1,0,0,0,0,0,0,0,3,5,3,7,0,0
Eukaryota,Cnidaria,0,0,0,2,5,0,0,0,0,0,0,1,1,0,0,0,3,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,1,0,3,2,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Colponemidia,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Cryptomycota,13,7,4,4,7,10,103,2,2,8,1,0,0,5,3,0,187,8,13,33,27,5,21,23,10,6,7,3,9,22,7,6,223,8,42,57,20,13,11,16,41,74,5,5,7,10,10,0,3,37,10,4,13,8,12,26,0,62,2,15,15,6,9,2,16,1,32,14,35,607,7,5,10,7,22,20,1,14,9,2,4,20,17,10,18,10,1,7,8,8,1,2,1,1,3,15,3,2,60,4,10,5,12,12,15,51,33,10,9,9,7,203,7,36,16,9,4,7,101,21,31,91,37,6,10,48,67,6,3,3,11,57,13,29,180,8,2,9,6,4,5,12,6,1,2,200,0,7,12,5,4,3,6,4,2,4,0,35,17,21,85,58,9,7,15,6,3,0,0,1,1,2,1,0,0,1,0,4,1,0,0
