,study_id,Actinobacteria,Chloroflexi,Firmicutes,Gemmatimonadetes,Planctomycetes,Proteobacteria,Verrucomicrobia,Crenarchaeota,Euryarchaeota,Parvarchaeota,Acidobacteria,Aquificae,Armatimonadetes,Bacteroidetes,Caldiserica,Caldithrix,Chlamydiae,Chlorobi,Cyanobacteria,Deferribacteres,Elusimicrobia,Fibrobacteres,Fusobacteria,Lentisphaerae,Nitrospirae,Spirochaetes,Synergistetes,Tenericutes,Thermi,Thermotogae,Dictyoglomi,Poribacteria,Chrysiogenetes,Thaumarchaeota,Balneolaeota,Calditrichaeota,Ignavibacteriae,Kiritimatiellaeota,Nitrospinae,Thermodesulfobacteria,Annelida,Apicomplexa,Arthropoda,Ascomycota,Bacillariophyta,Basidiomycota,Brachiopoda,Chlorophyta,Chordata,Cryptomycota,Echinodermata,Euglenida,Haplosporidia,Mollusca,Mucoromycota,Nematoda,Phaeophyceae,Picozoa,Platyhelminthes,Rotifera,Streptophyta,Tardigrada,Zoopagomycota,Nanoarchaeota,Rhodothermaeota,Blastocladiomycota,Bryozoa,Chromerida,Chytridiomycota,Cnidaria,Colponemidia,Entoprocta,Entorrhizomycota,Eustigmatophyceae,Gastrotricha,Gnathostomulida,Hemichordata,Microsporidia,Pinguiophyceae,Placozoa,Porifera,Priapulida,Xanthophyceae,Xenacoelomorpha,Ciliophora,Euglenozoa,Coprothermobacterota,Cercozoa,Discosea,Endomyxa,Evosea,Fornicata,Haptista,Preaxostyla,Rhodophyta,Tubulinea
ERR2729934,MGYS00001910,58,27,711,100,792,49077,4293,0,17,0,399,0,2,7605,0,0,2,4,24,0,2,29,224,0,0,75,69,3,0,0,0,0,0,0,0,0,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729935,MGYS00001910,5040,471,6667,1,1079,83649,957,0,34,0,130,0,8,1794,0,0,19,1,45,0,0,0,653,0,0,1,41,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729936,MGYS00001910,45,15,532,106,595,39388,3564,0,17,0,344,0,2,5957,0,0,3,5,17,0,1,23,197,1,1,56,37,0,0,1,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729937,MGYS00001910,5294,465,7484,6,1037,93162,903,0,27,0,140,0,9,1758,1,0,15,1,52,0,0,0,809,0,3,1,35,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729938,MGYS00001910,53,19,701,103,770,47553,4288,0,18,0,438,0,3,7484,0,0,4,5,31,0,2,34,248,1,0,94,55,1,0,0,0,0,0,0,0,0,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729939,MGYS00001910,3975,2024,4582,8,947,110193,1370,0,22,0,169,0,9,3257,0,0,9,1,9,0,0,0,493,0,10,2,33,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729940,MGYS00001910,102,508,957,72,2140,50346,8171,0,24,0,294,0,4,32058,0,0,9,20,98,0,1,4,323,1,5,455,61,6,0,0,0,0,0,0,0,1,337,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729941,MGYS00001910,3288,1787,3887,5,913,91263,1157,0,24,0,160,0,8,2870,0,0,12,1,6,0,0,0,387,0,9,2,29,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729942,MGYS00001910,81,424,707,57,1800,40442,6492,0,28,0,228,0,0,25598,0,0,2,20,80,0,0,11,269,2,3,366,39,2,0,0,0,0,0,0,0,0,218,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729943,MGYS00001910,3823,1898,4524,2,978,100922,1260,0,16,0,206,0,9,3022,0,0,12,1,13,0,0,0,501,0,12,1,19,5,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729944,MGYS00001910,99,525,871,79,2266,53245,8175,0,36,0,300,0,5,33783,0,0,13,31,88,0,1,9,334,3,5,471,43,7,0,0,0,0,0,0,1,0,329,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729945,MGYS00001910,13979,11468,4716,2,4051,68753,7805,0,18,0,1767,0,37,6709,0,0,5,4,23,0,0,0,571,0,235,10,97,2,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729946,MGYS00001910,251,812,2013,61,5169,65619,6907,0,46,0,443,0,2,17305,0,0,13,15,107,0,4,17,665,1,22,1465,111,9,0,0,0,0,0,0,0,1,449,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729947,MGYS00001910,11528,9132,4291,6,3417,51891,6079,0,15,0,1433,0,30,5141,0,0,4,1,12,0,0,0,473,0,173,9,58,9,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729948,MGYS00001910,285,935,2122,44,5706,67979,7719,0,53,0,430,0,2,18268,1,0,20,9,89,0,5,18,702,4,20,1641,131,13,0,0,0,0,0,0,0,0,490,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729949,MGYS00001910,12288,9825,4465,3,3648,56705,6669,1,18,0,1494,0,17,5639,0,0,1,4,20,0,0,0,459,0,216,10,72,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729950,MGYS00001910,288,1018,2258,65,6203,74152,8212,0,78,0,531,0,4,19332,0,0,18,9,97,0,9,30,715,6,27,1743,165,11,0,0,0,0,0,0,0,0,516,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729951,MGYS00001910,12815,26103,5968,24,8444,56150,8406,0,30,0,4799,0,96,12944,0,0,12,6,81,0,5,1,372,0,530,39,58,7,0,0,0,0,0,1,0,0,22,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729952,MGYS00001910,337,2555,2408,30,7993,63537,11446,0,132,0,737,0,11,17873,0,0,18,358,307,0,13,15,729,3,67,1275,190,6,0,1,0,0,0,0,0,1,1180,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729953,MGYS00001910,10891,22622,4895,20,7478,46615,7233,0,23,0,4273,0,70,10935,0,0,10,10,59,0,1,0,343,0,456,32,65,7,0,0,0,0,0,0,0,0,17,0,1,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729954,MGYS00001910,291,2302,2268,24,6990,55136,10253,0,111,0,640,0,9,15494,0,0,9,297,271,0,8,19,561,0,61,1144,160,14,0,3,0,0,0,0,0,0,1088,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729955,MGYS00001910,10590,19825,5094,17,6781,44949,6492,0,17,0,3957,0,76,10195,0,0,9,5,53,0,2,0,320,0,446,39,53,7,0,0,0,0,0,0,0,0,34,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729956,MGYS00001910,289,2267,2153,16,6975,53963,10089,0,90,0,622,0,12,15001,0,0,11,302,267,0,14,20,584,0,53,1195,150,8,0,4,0,0,0,0,1,0,1014,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729957,MGYS00001910,9703,24836,4061,39,10110,52393,9183,1,33,0,7219,0,144,16035,0,0,15,6,98,0,7,0,338,0,361,37,95,4,0,0,0,0,0,0,0,0,46,5,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729958,MGYS00001910,198,1251,1122,46,4713,35185,9914,0,69,0,1009,0,4,9411,0,0,4,13,108,0,6,12,412,1,105,928,113,4,0,0,0,0,0,0,0,0,220,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729959,MGYS00001910,7265,18654,2860,30,7571,38798,6900,0,14,0,5418,0,106,12524,0,0,16,5,77,0,1,0,279,0,281,27,51,12,0,0,0,0,0,0,0,0,31,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729960,MGYS00001910,314,2167,1807,68,7662,58120,16593,0,118,0,1696,0,8,14951,0,0,3,33,201,0,14,21,716,3,164,1480,172,10,0,0,0,0,0,0,1,0,358,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729961,MGYS00001910,7925,18488,3214,32,7341,39585,6923,0,23,0,5874,0,97,12317,0,0,14,2,72,0,6,0,288,0,278,32,56,5,0,0,0,0,0,0,0,0,26,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729962,MGYS00001910,350,2401,1922,62,8198,65511,18009,0,98,0,1802,1,10,16655,0,0,3,31,225,0,23,18,810,1,192,1681,211,6,0,0,0,0,0,0,0,0,414,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729963,MGYS00001910,0,0,0,1,5,77,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729964,MGYS00001910,145,11,75303,6,18,43223,7,0,0,0,3,0,0,36,0,0,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729965,MGYS00001910,192,6,105023,3,12,60646,5,0,0,0,9,0,1,20,0,0,0,0,0,1,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729966,MGYS00001910,704,24,1007319,5,21,562578,17,0,0,0,9,0,1,285,0,0,0,0,4,3,0,0,4,0,5,6,6,5,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729967,MGYS00001910,8,6,2,1,94,352,50,0,0,0,17,0,2,35,0,0,0,0,1,0,1,0,2,0,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729968,MGYS00001910,0,0,0,1,4,28,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729969,MGYS00001910,18,3,44555,0,5,16322,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729970,MGYS00001910,10,0,32793,0,0,11034,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729971,MGYS00001910,2,0,0,0,2,9,1,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729972,MGYS00001910,0,0,1,0,0,9,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088984,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088985,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088986,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088987,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088988,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088989,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088990,MGYS00001910,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088991,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088992,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088993,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088994,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2088995,MGYS00001910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683114,MGYS00003139,6851,177,18916,4,114,30105,509,0,544,0,48,0,4,2007,0,0,44,0,17,0,7,17,96,0,0,52,729,160,0,0,0,0,0,3,0,2,23,31,0,0,3,8,486,66,2,15,0,38,6,13,0,1,0,3,1,182,0,0,2,49,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683115,MGYS00003139,1842,64,1154,46,135,17586,528,0,45,0,74,0,4,1868,16,0,29,0,84,3,1,3,207,1,1,25,37,22,0,0,0,0,0,0,0,0,32,14,0,0,2,4,3955,25,59,7,0,539,1,7,0,6,0,0,2,170,1,0,2,92,230,0,0,1,0,0,0,0,11,0,0,0,0,34,31,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683118,MGYS00003139,3175,228,32392,31,36,25010,614,0,1481,0,128,0,5,7038,15,0,31,2,96,3,22,34,5044,23,15,172,280,603,0,0,0,0,0,4,0,1,8,53,0,2,1,5,5981,401,0,170,0,11,19,7,0,0,0,0,4,494,0,0,31,36,279,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683121,MGYS00003139,952,2416,6853,5,332,3043,460,47,1589,0,561,0,516,3273,303,0,239,19,95,3,35,12,46,31,5,226,283,551,0,3,0,0,0,1,1,17,445,798,2,1,0,6,28,22,1,2,0,1,8,2,0,0,0,0,0,37,0,0,0,2,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683124,MGYS00003139,874,1470,9729,12,259,6679,855,6,324,0,331,0,51,12759,258,0,791,1,160,1,73,21,95,198,42,558,1889,1051,0,10,0,0,0,1,0,18,135,2183,3,0,0,2,155,27,0,2,0,1,0,1,0,8,0,0,2,52,0,0,1,11,15,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683128,MGYS00003139,3657,357,18226,7,49,23418,357,0,346,0,124,0,9,18126,10,0,21,21,142,2,34,67,86,10,3,250,104,1733,0,13,0,0,0,2,0,0,41,76,0,0,20,9,825,26,15,11,0,1,22,3,1,3,0,0,4,81,1,0,29,12,110,0,8,0,2,0,0,0,6,0,0,0,0,0,1,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683129,MGYS00003139,6477,192,36822,3,13,9659,283,1,304,0,79,0,8,9120,5,0,11,9,92,0,22,42,78,42,2,147,46,2081,0,4,0,0,0,0,0,0,5,32,0,0,1,2,19,21,0,15,0,7,52,0,0,1,0,0,0,66,0,0,7,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683133,MGYS00003139,9775,173,28013,17,84,10340,549,0,626,0,72,0,3,3779,0,0,49,1,34,0,5,28,291,3,5,85,344,275,0,0,0,0,0,7,0,0,5,19,0,0,2,6,347,133,2,31,0,12,12,33,0,2,0,0,3,1006,0,0,1,17,59,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683136,MGYS00003139,1753,717,9350,48,148,11462,449,1,157,0,210,0,36,4683,9,0,18,2,27,0,2,15,1170,6,6,50,200,190,0,9,0,0,0,0,0,0,110,118,0,0,1,0,8,87,0,4,0,6,8,21,0,1,0,0,0,137,0,0,2,21,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683137,MGYS00003139,2987,516,21919,13,48,21141,425,1,431,0,60,0,39,3644,5,0,71,0,29,0,3,16,3278,6,3,44,377,443,0,5,0,0,0,0,0,0,14,62,0,0,5,1,76,1194,1,5,0,13,11,23,0,1,0,0,0,1958,1,0,1,20,111,2,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683138,MGYS00003139,3461,188,43786,10,58,24236,910,1,411,0,49,0,33,4393,1,0,53,0,20,2,2,20,3090,21,11,33,1051,866,0,5,0,0,0,0,0,0,14,136,0,0,1,1,89,49,0,7,0,1,570,10,0,1,0,0,8,1371,0,0,0,9,98,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
